id,text,clean_text,fk_id_pengguna,fk_id_calon_pasangan,search_by,score_pos,score_neg,kelas,kelas_manual,date
377441,"RT @TehTJEMPLUNG: Gaess..
Saya Akan Gundul Kepala Jika
@prabowo Menang
Btw, Siapa yang Mau Ikut?? 
Khusus yang Bangga dan Kuat Malu aja ya.","  gaess .  .  saya akan gundul kepala jika menang btw ,  siapa yang mau ikut ?  ?  khusus yang bangga dan kuat malu aja ya . ",8605,2,@prabowo,4,1,Positif,Negatif,4/13/2019 20:34
377444,@zoelfick @prabowo iya lucuh juga itu prabowo trs anaknya dia di paris sana gimana apakah ga make barang dri indonesia?, iya lucuh juga itu prabowo trs anaknya dia di paris sana gimana apakah ga make barang dri indonesia ? ,30349,2,@prabowo,0,0,Netral,Netral,4/13/2019 20:35
377447,Mantul pakde @jokowi kasih tauin lg bnr klo sekarang yg di kelola asing uda kembali di Tangan kita!! #JokowiMenangTotalDebat,mantul pakde kasih tauin lg bnr klo sekarang yg di kelola asing uda kembali di tangan kita !  !  ,14101,1,@jokowi,3,2,Positif,Positif,4/13/2019 20:37
377450,@PartaiSocmed Hahahaa... Kek nya bohong lagi neh @sandiuno, hahahaa .  .  .  kek nya bohong lagi neh ,32512,2,@sandiuno,1,1,Netral,Negatif,4/13/2019 20:39
377451,@septria_yanto @Dwichaerulmau @Kamaluddin_NU @aji_karno @cheesecake_gelo @Ujung_Galuh01 @nyenyenggg @PowerEmak @agit2530 @felagonna @Nofrizal_IS @stalitz @TansahW @cutpuan99 @AjiMujahid @P3nj3l4j4h @Chacha_Sbg @Kangadit0 @Suhadakae @ary_moto @beny_lombok @Lovatrinita @lin_her2 @ErickVe @sarinah_L @herilatief @Putra_PRP @RimbaBNK @eysavaleria Pak @jokowi pemimpin terbaik yang kita miliki #JokowiMenangTotalDebat, pak pemimpin terbaik yang kita miliki ,57145,1,@jokowi,2,0,Positif,Positif,4/13/2019 20:39
377452,"@militumcyber @TolakBigotRI @prabowo @sandiuno Bro, kita berdua sama"" pendukung Jokow, tapi  biarlah UAS mendukung pilihannya. Urusan pribadi tak usah kau umbar, istighfar, Bro "," bro ,  kita berdua sama pendukung jokow ,  tapi biarlah uas mendukung pilihannya .  urusan pribadi tak usah kau umbar ,  istighfar ,  bro ",114180,2,@prabowo,3,0,Positif,Positif,4/13/2019 20:41
377454,@MataNajwa @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno badut suruh mikir ya gitu, badut suruh mikir ya gitu,30521,2,@prabowo,0,0,Netral,Negatif,4/13/2019 20:42
377456,"RT @Dahnilanzar: Nasihat @aagym kpd Pak @prabowo dan bang @sandiuno pastikan menteri2nya bebas dan berani lawan korupsi, ajak mrk tengok je","  nasihat kpd pak dan bang pastikan menteri nya bebas dan berani lawan korupsi ,  ajak mrk tengok je",100433,2,@prabowo,2,2,Netral,Positif,4/13/2019 20:42
377457,@AsikinHidup @jokowi @KHMarufAmin_ #BarengJokowi dom bandar lampungg, dom bandar lampungg,114183,1,@jokowi,0,0,Netral,Netral,4/13/2019 20:43
377459,RT @chawir_: Kayaknya tadi sambutan paling riuh pas Pak @jokowi nyebut terima kasih buat PDI-P dan PSI. Congrats @gracenatali @TsamaraDKI a,  kayaknya tadi sambutan paling riuh pas pak nyebut terima kasih buat pdi p dan psi .  congrats a,41149,1,@jokowi,3,1,Positif,Positif,4/13/2019 20:45
377462,"@AnonymousID____ @opposite_6890 @f4n9sj0k3r @Baretputiih @putrabanten80 @NahlaChery @AkunTofa @Leaveouts Gasskeun.. 
#BeraniPilih02 
@prabowo @sandiuno", gasskeun .  .  ,114185,2,@prabowo,0,0,Netral,Positif,4/13/2019 20:46
377464,"RT @CNNIDdaily: Berikut pemaparan visi-misi Paslon nomor urut 01 @jokowi-@KHMarufAmin_ terkait tema ""Ekonomi dan Kesejahteraan Sosial, Keua","  berikut pemaparan visi misi paslon nomor urut terkait tema ekonomi dan kesejahteraan sosial ,  keua",43464,1,@jokowi,3,0,Positif,Netral,4/13/2019 20:47
377468,Pertumbuhan ekonomi yang pesat berkat pembangunan yang merata membuat @jokowi mengusung UKM untuk Go Internasional dengan Packaging #JokowiMenangTotalDebat,pertumbuhan ekonomi yang pesat berkat pembangunan yang merata membuat mengusung ukm untuk go internasional dengan packaging ,108619,1,@jokowi,1,1,Netral,Positif,4/13/2019 20:48
377470,"RT @jokowi: Hanya dengan kebersamaan yang kuat, gandeng tangan yang erat, kita bisa membawa bangsa ini menjadi bangsa yang maju.

Terima ka","  hanya dengan kebersamaan yang kuat ,  gandeng tangan yang erat ,  kita bisa membawa bangsa ini menjadi bangsa yang maju .  terima ka",75427,1,@jokowi,4,2,Positif,Positif,4/13/2019 20:50
377484,@wendy_diana @TetenTb @prabowo Gak semua teriak Prabowo senang buat gadoh, gak semua teriak prabowo senang buat gadoh,6404,2,@prabowo,0,1,Negatif,Negatif,4/13/2019 20:56
377487,@tehniadinata @jokowi Optimis? Bukti @jokowi menunjukan tidak memiliki kapabilitas! Dasar dari praktek adl teori. Sangat berbahaya bgi kelangsungan bangsa  &amp;negara. Itu sebabnya bank dunia berpendapat bhw infrastruktur tidak memberi manfaat ekonomi. @PolitikLIPI @KPK_RI @PPATK, optimis ?  bukti menunjukan tidak memiliki kapabilitas !  dasar dari praktek adl teori .  sangat berbahaya bgi kelangsungan bangsa  & amp ; negara .  itu sebabnya bank dunia berpendapat bhw infrastruktur tidak memberi manfaat ekonomi .  ,23649,1,@jokowi,1,2,Negatif,Negatif,4/13/2019 20:57
377488,RT @fadjroeL: Alhamdulliah akhirnya beres juga mendengarkan Pidato Kebangsaan #KonserPutihBerSATU Pakde @jokowi #JokowiPutihkanGBK  yuk mar,  alhamdulliah akhirnya beres juga mendengarkan pidato kebangsaan pakde yuk mar,114194,1,@jokowi,0,1,Negatif,Positif,4/13/2019 20:57
377489,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Perlu ada policy yang tegas menghentikan aliran",  perlu ada policy yang tegas menghentikan aliran,50733,1,@jokowi,0,1,Negatif,Netral,4/13/2019 20:58
377493,@DimasPraz1 @kangdede78 @jokowi @SBYudhoyono agak salting, agak salting,30521,1,@jokowi,0,0,Netral,Negatif,4/13/2019 20:59
377501,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Visi misi kita mengutamakan keseteraan gender. J",  visi misi kita mengutamakan keseteraan gender .  j,114201,1,@jokowi,1,0,Positif,Positif,4/13/2019 21:03
377508,"Negeri kita ini kaya raya Alhamdulillah...
Tingkat Perekonomian masih jauh dijangkau oleh masyarakat menengah ke bawah...

InshaAllah Bersama @prabowo @sandiuno mewujudkan Indonesia Adil dan Makmur

#BeraniPilih02 @prabowo @sandiuno https://t.co/8SG9akeweQ",negeri kita ini kaya raya alhamdulillah .  .  .  tingkat perekonomian masih jauh dijangkau oleh masyarakat menengah ke bawah .  .  .  inshaallah bersama mewujudkan indonesia adil dan makmur ,21578,2,@prabowo,5,0,Positif,Positif,4/13/2019 21:06
377509,"@fadjroeL @Arifngk @jokowi Sehat trus mas. 
Hati2 di jalan. Semoga selamat smpi rumah", sehat trus mas .  hati di jalan .  semoga selamat smpi rumah,86987,1,@jokowi,4,0,Positif,Positif,4/13/2019 21:07
377510,"RT @sandiuno: Dalam mengelola negara yang kaya akan sumber daya alam ini, butuh lebih dari sekedar kerja, kerja, kerja. Kita harus tingkatk","  dalam mengelola negara yang kaya akan sumber daya alam ini ,  butuh lebih dari sekedar kerja ,  kerja ,  kerja .  kita harus tingkatk",114202,2,@sandiuno,5,0,Positif,Positif,4/13/2019 21:08
377513,@MataNajwa @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno berat sblh nih tiap twit @MataNajwa, berat sblh nih tiap twit ,35264,1,@jokowi,0,1,Negatif,Netral,4/13/2019 21:09
377514,"@jokowi @prabowo @sandiuno ""Kami perecaya enterpreunership bisa mendorong pembukaan lapangan kerja. Jika ekonomi bisa ditopang perempuan, ketimpangan bisa dikurangi.""

Selain itu menurut Sandiaga, perempuan jika mendapat pinjaman permodalan, 99 persen uangnya kembali. #LiveBlog #DebatPilpres2019"," kami perecaya enterpreunership bisa mendorong pembukaan lapangan kerja .  jika ekonomi bisa ditopang perempuan ,  ketimpangan bisa dikurangi .  selain itu menurut sandiaga ,  perempuan jika mendapat pinjaman permodalan ,  persen uangnya kembali .  ",99529,1,@jokowi,2,4,Negatif,Positif,4/13/2019 21:11
377516,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Mampu apa @prabowo? Bikin usaha saja buruhnya ti",  mampu apa  ?  bikin usaha saja buruhnya ti,114204,1,@jokowi,0,1,Negatif,Negatif,4/13/2019 21:11
377520,"#AaGymPilihPrabowo 
Ane juga pilih @prabowo
Mayoritas rakyat juga pilih @prabowo
#AaGymPilihPrabowo https://t.co/fjKHxnlo3H", ane juga pilih mayoritas rakyat juga pilih ,4897,2,@prabowo,0,0,Netral,Positif,4/13/2019 21:13
377523,"Capres nomor urut 01 Pak @jokowi kembali memamerkan program 3 'kartu sakti'. Kartu ini digunakannya untuk mewujudkan kesejahteraan sosial, yang terdiri dari kartu Indonesia Pintar, kartu Pra Kerja dan kartu Indonesia Sehat. @KHMarufAmin_ @erickthohir","capres nomor urut pak kembali memamerkan program  ' kartu sakti '  .  kartu ini digunakannya untuk mewujudkan kesejahteraan sosial ,  yang terdiri dari kartu indonesia pintar ,  kartu pra kerja dan kartu indonesia sehat .  ",109222,1,@jokowi,6,1,Positif,Netral,4/13/2019 21:14
377524,"RT @kangdede78: #JokowiMenangTotalDebat 
@jokowi memiliki prog sbg Capres #01IndonesiaMaju pastilah memiliki manfaat yg sgt besar demi kepe",  memiliki prog sbg capres pastilah memiliki manfaat yg sgt besar demi kepe,99182,1,@jokowi,2,0,Positif,Positif,4/13/2019 21:15
377529,"@detikcom @prabowo @sandiuno ""Pak @prabowo dan Bang @sandiuno akan tampil sebagai duo Keris &amp;  Fendeta, artinya saling melengkapi,"" ujar @Dahnilanzar 

#DebatKelimaPilpres2019 #DebatPilpres2019 #Pilpres2019 https://t.co/evTsbVrWSw"," pak dan bang akan tampil sebagai duo keris  & amp ;  fendeta ,  artinya saling melengkapi ,  ujar ",17424,2,@prabowo,1,0,Positif,Positif,4/13/2019 21:17
377530,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Dia (@jokowi) akan masuk ke dalam daftar preside",  dia  (  akan masuk ke dalam daftar preside,114208,1,@jokowi,0,0,Netral,Netral,4/13/2019 21:17
377531,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Dulu saat di Jakarta kami menggunakan Mall Zakat",  dulu saat di jakarta kami menggunakan mall zakat,114209,1,@jokowi,0,0,Netral,Netral,4/13/2019 21:19
377532,"RT @AdibahUfairahh: #JokowiMenangTotalDebat doa dan tasbih untuk @jokowi 
#JokowiMenangTotalDebat https://t.co/OnnwyttcPG",  doa dan tasbih untuk ,114210,1,@jokowi,0,0,Netral,Positif,4/13/2019 21:19
377533,"@permadiaktivis @prabowo ""Indonesia tidak produksi apa-apa"" 

Mohon maaf Pak, udah pernah ngobrol sama Asosiasi Hutan Indonesia (APHI)?"," indonesia tidak produksi apa apa mohon maaf pak ,  udah pernah ngobrol sama asosiasi hutan indonesia  ( aphi )  ? ",102836,2,@prabowo,1,0,Positif,Negatif,4/13/2019 21:19
377535,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Apa yang disampaikan oleh @prabowo dan @sandiuno",  apa yang disampaikan oleh dan ,114211,1,@jokowi,0,0,Netral,Netral,4/13/2019 21:21
377537,"RT @dzzulqarnain: katanya anti asing pak @prabowo tapi malah ambil contoh dari asing, maksudnya gimana pak, hati hati pak Tiongkok itu komu","  katanya anti asing pak tapi malah ambil contoh dari asing ,  maksudnya gimana pak ,  hati hati pak tiongkok itu komu",114212,2,@prabowo,3,2,Positif,Negatif,4/13/2019 21:21
377538,"RT @detikcom: Sebelum datang ke Konser Putih Bersatu di GBK, capres petahana @jokowi sempat berbincang dengan KH Maimoen Zubair dan Maulana","  sebelum datang ke konser putih bersatu di gbk ,  capres petahana sempat berbincang dengan kh maimoen zubair dan maulana",36383,1,@jokowi,0,0,Netral,Positif,4/13/2019 21:22
377539,"RT @chloetowntale: Rekam Jejak Prabowo Subianto

@PakBondan:
31. Tuduhan ketiga:
@prabowo dalang kerusuhan Mei 1998.
Sebenarnya:
@prabowo a",  rekam jejak prabowo subianto  .  tuduhan ketiga :  dalang kerusuhan mei  .  sebenarnya :  a,88546,2,@prabowo,0,2,Negatif,Negatif,4/13/2019 21:22
377540,"@sandiuno hati pak ibu"" tulang punggung ekonomi jangan disuruh pinjam pinjaman riba, dah ripuh disuruh berbuat dosa"," hati pak ibu tulang punggung ekonomi jangan disuruh pinjam pinjaman riba ,  dah ripuh disuruh berbuat dosa",114213,2,@sandiuno,1,1,Netral,Positif,4/13/2019 21:23
377544,"Ekonomi Syariah ? 

Cuma beliau jagonyah  @KHMarufAmin_",ekonomi syariah  ?  cuma beliau jagonyah ,114215,1,@KHMarufAmin_,0,0,Netral,Positif,4/13/2019 21:25
377547,"@MataNajwa @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno KPK dlm statemennya menyatakan ada potensi pendapatan negara sekitar 2000 T,yeeee prabowo malah bilang menurut KPK ada kebocoran 2000 T"," kpk dlm statemennya menyatakan ada potensi pendapatan negara sekitar t , yeeee prabowo malah bilang menurut kpk ada kebocoran t",114217,2,@prabowo,0,1,Negatif,Negatif,4/13/2019 21:25
377548,"@NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Sebenarnya kita sudah lama membangun ekonomi keuangan syariah dan juga produk halal. Sekarang sudah banyak hasil yang dicapai,"" Cawapres 01 Ma'ruf Amin. #CatatanNajwaDebatPilpres #DebatPilpres2019 #SuaraPenentu"," sebenarnya kita sudah lama membangun ekonomi keuangan syariah dan juga produk halal .  sekarang sudah banyak hasil yang dicapai ,  cawapres ma ' ruf amin .  ",18160,2,@prabowo,2,0,Positif,Positif,4/13/2019 21:26
377550,@sandiuno poduk halal bkn soal sertifikasi/standarisasi tp aoal bgm produk layak jual &amp; mampu serap tenaga kerja yg tinggi. Ma'ruf Amin sebut sdh bangun produk halal &amp; produk SUKUK terbesar di dunia. Produk halal diharapkan jd terbaik. Akan bentuk BPES., poduk halal bkn soal sertifikasi standarisasi tp aoal bgm produk layak jual  & amp ;  mampu serap tenaga kerja yg tinggi .  ma ' ruf amin sebut sdh bangun produk halal  & amp ;  produk sukuk terbesar di dunia .  produk halal diharapkan jd terbaik .  akan bentuk bpes . ,114219,2,@sandiuno,4,0,Positif,Positif,4/13/2019 21:27
377551,@MataNajwa @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno Pak jokowi bukan malaikat tapi tindakanya membuat rakyat indonesia termasuk saya bisa menikmati kebijakan2 pak jokowi terutama soal kemudahan pengurusan perijinan pajak ekonomi nasional...lanjutkan pak jokowi, pak jokowi bukan malaikat tapi tindakanya membuat rakyat indonesia termasuk saya bisa menikmati kebijakan pak jokowi terutama soal kemudahan pengurusan perijinan pajak ekonomi nasional .  .  . lanjutkan pak jokowi,114220,1,@jokowi,2,3,Negatif,Positif,4/13/2019 21:27
377553,@kompascom @prabowo Akhirnya Tiongkok bukan hanya menunduk dunia tapi juga bisa menundukkan pak Prabowo, akhirnya tiongkok bukan hanya menunduk dunia tapi juga bisa menundukkan pak prabowo,114221,2,@prabowo,0,2,Negatif,Negatif,4/13/2019 21:28
377554,RT @A_mardyans: @detikcom @prabowo Akhirnya Prabowo pun menyalahkan Mertua nya dan SBY..  ,  akhirnya prabowo pun menyalahkan mertua nya dan sby .  .  ,114222,2,@prabowo,0,1,Negatif,Negatif,4/13/2019 21:28
377556,"RT @sandiuno: Tanpa terasa 1550 kunjungan telah saya lakukan selama 8 bulan, mendengar suara rakyat yang menginginkan suatu perubahan. Must","  tanpa terasa kunjungan telah saya lakukan selama bulan ,  mendengar suara rakyat yang menginginkan suatu perubahan .  must",52504,2,@sandiuno,1,2,Negatif,Positif,4/13/2019 21:29
377558,@TRANS7 @prabowo Pak @SBYudhoyono ada yg nyalahin tuh.., pak ada yg nyalahin tuh .  . ,20397,2,@prabowo,0,0,Netral,Negatif,4/13/2019 21:29
377560,"RT @pramonoanung: Kampanye akbar terakhir Pak @jokowi dan KH Maruf Amin di GBK, didalam sdh sangat penuh, sementara diluar ujungnya masih l","  kampanye akbar terakhir pak dan kh maruf amin di gbk ,  didalam sdh sangat penuh ,  sementara diluar ujungnya masih l",41648,1,@jokowi,1,1,Netral,Netral,4/13/2019 21:30
377561,"Pak @prabowo Pak @sandiuno  mooonmaaap nihh yeee kita udah punya Komite Nasional Keuangan Syariah,untuk mengembangkan ekonomi dan menjadikan Indonesia sebagai Islamic finance di dunia. #DebatPilpres5 #DebatPilpres2019 #JokowiMenangTotalDebat #JokowiPutihkanGBK #KonserPutihBerSATU https://t.co/4EdXujKAvD","pak pak mooonmaaap nihh yeee kita udah punya komite nasional keuangan syariah , untuk mengembangkan ekonomi dan menjadikan indonesia sebagai islamic finance di dunia .  ",66612,2,@prabowo,1,0,Positif,Positif,4/13/2019 21:30
377563,"@JajangRidwan19 @jokowi Pasti dong
#JokowiMenangTotalDebat", pasti dong ,114225,1,@jokowi,0,0,Netral,Positif,4/13/2019 21:32
377565,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Sekarang pajak saja pelaporan lewat efilling, bi","  sekarang pajak saja pelaporan lewat efilling ,  bi",50733,1,@jokowi,0,0,Netral,Netral,4/13/2019 21:32
377566,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Bukan kebetulan (Ma'ruf mendapat pertanyaan soal",  bukan kebetulan  ( ma ' ruf mendapat pertanyaan soal,50733,1,@jokowi,1,0,Positif,Netral,4/13/2019 21:33
377568,"@mas_piyuuu @zhentinel @prabowo @sandiuno Asslmk. admin nanya DONG.
@AnnisMatta @Fahrihamzah @yunartowijaya @88kudanil @digembokASLI @7intaPutih @Herreza @Herrrza @vctrkmng @narkosun @Rio_Ramabaskara @datuakrajoangek @kirekswasta @salamjempol01 @ariewidhartarta @MardaniAliSera @ustadtengkuzul 
#CoblosPKS8 
ini BENERAN..? https://t.co/3rXCVPAha7", asslmk .  admin nanya dong .  ini beneran .  .  ?  ,114227,2,@prabowo,0,0,Netral,Netral,4/13/2019 21:33
377571,"@LaskarCikeas @prabowo @sandiuno @jokowi @KHMarufAmin_ @marierteman @rockygerung Ngomong akal sehat tapi ga punya otak, ..ngeri"," ngomong akal sehat tapi ga punya otak ,   .  . ngeri",39076,1,@jokowi,1,2,Negatif,Negatif,4/13/2019 21:34
