id,text,clean_text,fk_id_pengguna,fk_id_calon_pasangan,search_by,score_pos,score_neg,kelas,kelas_manual,date
377399,@AsikinHidup @jokowi @KHMarufAmin_ #JokowiMenangTotalDebat Kediri, kediri,114160,1,@jokowi,0,0,Positif,NULL,4/13/2019 20:14
377400,"RT @asmanadia: Video Asma Nadia untuk Pak @prabowo. Beliau  sudah melindungi rakyat &amp; tanah air sejak jadi prajurit, semoga bersama Mas  @s","  video asma nadia untuk pak beliau sudah melindungi rakyat  & amp ;  tanah air sejak jadi prajurit ,  semoga bersama mas ",114161,2,@prabowo,2,0,Positif,NULL,4/13/2019 20:14
377401,RT @tehniadinata: A great example of a healthy leader @jokowi on his last day of Presidential campaign. Sehat terus mental &amp; fisiknya ya Pa,  a great example of a healthy leader on his last day of presidential campaign .  sehat terus mental  & amp ;  fisiknya ya pa,66631,1,@jokowi,2,0,Positif,NULL,4/13/2019 20:15
377403,@Roti_cane @mata_indigo @sandiuno @INGSUN_ABDILLAH Lha wes ora twitteran je.., lha wes ora twitteran je .  . ,28273,2,@sandiuno,0,0,Positif,NULL,4/13/2019 20:15
377405,"RT @jokowi: Berbahagiaaa sekali, bertemu ribuan warga hari ini. Duduk dan berdiri di bawah terik matahari, mereka tetap tertib dan berwajah","  berbahagiaaa sekali ,  bertemu ribuan warga hari ini .  duduk dan berdiri di bawah terik matahari ,  mereka tetap tertib dan berwajah",114162,1,@jokowi,2,3,Positif,NULL,4/13/2019 20:16
377406,Jangan lupa memantapkan pilihan hanya yang berbaju putih nomor satu untuk Indonesia Maju.@jokowi #JokowiMenangTotalDebat https://t.co/idKia38CcA,jangan lupa memantapkan pilihan hanya yang berbaju putih nomor satu untuk indonesia maju .  ,105608,1,@jokowi,2,1,Positif,NULL,4/13/2019 20:17
377408,@SriRajasa @HeraLoebs @aagym @prabowo @sandiuno Kayuh terus #AaGymPilihPrabowo, kayuh terus ,114163,2,@prabowo,0,0,Positif,NULL,4/13/2019 20:18
377409,RT @KHMarufAmin_: Kami ingin terus menanamkan dan menyiarkan optimisme ke seluruh penjuru Nusantara. Tidak ada negara maju yang rakyatnya p,  kami ingin terus menanamkan dan menyiarkan optimisme ke seluruh penjuru nusantara .  tidak ada negara maju yang rakyatnya p,101568,1,@KHMarufAmin_,2,2,Positif,NULL,4/13/2019 20:18
377410,"RT @Dennysiregar7: Seorang kampret kepergok berfoto dengan dua jari di pesta demokrasi @jokowi.

Saya tepuk pundaknya dari blkg, ""Nikmati p","  seorang kampret kepergok berfoto dengan dua jari di pesta demokrasi saya tepuk pundaknya dari blkg ,  nikmati p",114164,1,@jokowi,0,1,Negatif,NULL,4/13/2019 20:19
377412,RT @Jokowi_Amin: LIVE! NOBAR MILENIAL: DEBAT CAPRES CAWAPRES V https://t.co/mkfS2DSHQC,  live !  nobar milenial :  debat capres cawapres v ,52850,1,@Jokowi_Amin,0,0,Netral,NULL,4/13/2019 20:19
377413,"RT @maman1965: Setelah memilih Pak @jokowi , dan jika Allah mengizinkanNya kembali menjadi Presiden Republik Indonesia , saya akan tetap me","  setelah memilih pak  ,  dan jika allah mengizinkannya kembali menjadi presiden republik indonesia  ,  saya akan tetap me",114165,1,@jokowi,2,1,Positif,NULL,4/13/2019 20:21
377414,"RT @baret_putih: Alhamdulillah 
Setelah UAS menguatkan dukungan kepada pak @prabowo 
Malam ini UAH menguatkan beliau dengan cara yang sama.",  alhamdulillah setelah uas menguatkan dukungan kepada pak malam ini uah menguatkan beliau dengan cara yang sama . ,110470,2,@prabowo,1,0,Positif,NULL,4/13/2019 20:21
377418,"RT @sahaL_AS: Sejumlah tokoh masyarakat dari berbagai bidang memberikan testimoni utk menyatakan dukungannya @jokowi dan @psi_id. 

Ber",  sejumlah tokoh masyarakat dari berbagai bidang memberikan testimoni utk menyatakan dukungannya dan ber,98334,1,@jokowi,1,0,Positif,NULL,4/13/2019 20:24
377422,"RT @jokowi: Demi tetap berkibarnya sang merah putih, para pahlawan telah mengorbankan nyawa. Kami wakafkan hidup ini untuk Indonesia yang m","  demi tetap berkibarnya sang merah putih ,  para pahlawan telah mengorbankan nyawa .  kami wakafkan hidup ini untuk indonesia yang m",105106,1,@jokowi,2,1,Positif,NULL,4/13/2019 20:26
377424,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",114167,1,@jokowi,4,0,Positif,NULL,4/13/2019 20:27
377425,"RT @NonaCarina: Setelah tadi #KonserPutihBerSATU di GBK, saya paham kalau @jokowi dikelilingi oleh cinta dan penuh cinta. #JokowiMenangTota","  setelah tadi di gbk ,  saya paham kalau dikelilingi oleh cinta dan penuh cinta .  ",33080,1,@jokowi,2,0,Positif,NULL,4/13/2019 20:27
377426,RT @sandiuno: Tiba kembali di Jakarta setelah seharian beraktivitas di Palembang dan Bandar Lampung. Terima kasih untuk seluruh masyarakat,  tiba kembali di jakarta setelah seharian beraktivitas di palembang dan bandar lampung .  terima kasih untuk seluruh masyarakat,94224,2,@sandiuno,2,1,Positif,NULL,4/13/2019 20:27
377427,"RT @idntimes: @prabowo: Telah terjadi deindustrialisasi, sekarang bangsa Indonesia tidak memproduksi apa-apa, kita hanya bisa menerima baha","  telah terjadi deindustrialisasi ,  sekarang bangsa indonesia tidak memproduksi apa apa ,  kita hanya bisa menerima baha",67313,2,@prabowo,3,1,Negatif,NULL,4/13/2019 20:28
377429,RT @cheesecake_gelo: Gaspoll pak @jokowi #JokowiMenangTotalDebat,  gaspoll pak ,114169,1,@jokowi,0,0,Positif,NULL,4/13/2019 20:29
377431,"RT @asmanadia: Video Asma Nadia untuk Pak @prabowo. Beliau  sudah melindungi rakyat &amp; tanah air sejak jadi prajurit, semoga bersama Mas  @s","  video asma nadia untuk pak beliau sudah melindungi rakyat  & amp ;  tanah air sejak jadi prajurit ,  semoga bersama mas ",114171,2,@prabowo,2,0,Positif,NULL,4/13/2019 20:29
377432,RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno Moderator mempersilakan pasangan 01 @jokowi - @KH,  moderator mempersilakan pasangan ,50733,2,@prabowo,0,0,Netral,NULL,4/13/2019 20:30
377434,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Selama 4,5 tahun saya dengan @Pak_JK telah berus","  selama  ,  tahun saya dengan telah berus",50733,1,@jokowi,0,0,Positif,NULL,4/13/2019 20:32
377436,RT @davidlipson: This is the rally for President @jokowi  #Pilpres2019 https://t.co/g5Mu7xRlzC,  this is the rally for president ,114173,1,@jokowi,0,0,Netral,NULL,4/13/2019 20:33
377437,@HeraLoebs @prabowo Joss #AagymPilihPrabowo mantap, joss mantap,114174,2,@prabowo,0,0,Positif,NULL,4/13/2019 20:33
377440,"@HeraLoebs @prabowo Hati sy pilih 02
#AagymPilihPrabowo ", hati sy pilih ,22905,2,@prabowo,1,0,Positif,NULL,4/13/2019 20:34
377441,"RT @TehTJEMPLUNG: Gaess..
Saya Akan Gundul Kepala Jika
@prabowo Menang
Btw, Siapa yang Mau Ikut?? 
Khusus yang Bangga dan Kuat Malu aja ya.","  gaess .  .  saya akan gundul kepala jika menang btw ,  siapa yang mau ikut ?  ?  khusus yang bangga dan kuat malu aja ya . ",8605,2,@prabowo,4,1,Negatif,NULL,4/13/2019 20:34
377442,@AsikinHidup @jokowi @KHMarufAmin_ #OptimisIndonesiaMaju bekasi, bekasi,114176,1,@jokowi,0,0,Negatif,NULL,4/13/2019 20:35
377444,@zoelfick @prabowo iya lucuh juga itu prabowo trs anaknya dia di paris sana gimana apakah ga make barang dri indonesia?, iya lucuh juga itu prabowo trs anaknya dia di paris sana gimana apakah ga make barang dri indonesia ? ,30349,2,@prabowo,0,0,Netral,NULL,4/13/2019 20:35
377445,@AsikinHidup @jokowi @KHMarufAmin_ #KonserPutihBerSATU SOLO, solo,114177,1,@jokowi,0,0,Positif,NULL,4/13/2019 20:37
377447,Mantul pakde @jokowi kasih tauin lg bnr klo sekarang yg di kelola asing uda kembali di Tangan kita!! #JokowiMenangTotalDebat,mantul pakde kasih tauin lg bnr klo sekarang yg di kelola asing uda kembali di tangan kita !  !  ,14101,1,@jokowi,3,2,Positif,NULL,4/13/2019 20:37
377449,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",35307,1,@jokowi,4,0,Positif,NULL,4/13/2019 20:39
377450,@PartaiSocmed Hahahaa... Kek nya bohong lagi neh @sandiuno, hahahaa .  .  .  kek nya bohong lagi neh ,32512,2,@sandiuno,1,1,Negatif,NULL,4/13/2019 20:39
377451,@septria_yanto @Dwichaerulmau @Kamaluddin_NU @aji_karno @cheesecake_gelo @Ujung_Galuh01 @nyenyenggg @PowerEmak @agit2530 @felagonna @Nofrizal_IS @stalitz @TansahW @cutpuan99 @AjiMujahid @P3nj3l4j4h @Chacha_Sbg @Kangadit0 @Suhadakae @ary_moto @beny_lombok @Lovatrinita @lin_her2 @ErickVe @sarinah_L @herilatief @Putra_PRP @RimbaBNK @eysavaleria Pak @jokowi pemimpin terbaik yang kita miliki #JokowiMenangTotalDebat, pak pemimpin terbaik yang kita miliki ,57145,1,@jokowi,2,0,Positif,NULL,4/13/2019 20:39
377452,"@militumcyber @TolakBigotRI @prabowo @sandiuno Bro, kita berdua sama"" pendukung Jokow, tapi  biarlah UAS mendukung pilihannya. Urusan pribadi tak usah kau umbar, istighfar, Bro "," bro ,  kita berdua sama pendukung jokow ,  tapi biarlah uas mendukung pilihannya .  urusan pribadi tak usah kau umbar ,  istighfar ,  bro ",114180,2,@prabowo,3,0,Positif,NULL,4/13/2019 20:41
377453,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",114181,1,@jokowi,4,0,Positif,NULL,4/13/2019 20:42
377454,@MataNajwa @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno badut suruh mikir ya gitu, badut suruh mikir ya gitu,30521,2,@prabowo,0,0,Positif,NULL,4/13/2019 20:42
377455,"RT @jokowi: Berbahagiaaa sekali, bertemu ribuan warga hari ini. Duduk dan berdiri di bawah terik matahari, mereka tetap tertib dan berwajah","  berbahagiaaa sekali ,  bertemu ribuan warga hari ini .  duduk dan berdiri di bawah terik matahari ,  mereka tetap tertib dan berwajah",114182,1,@jokowi,2,3,Positif,NULL,4/13/2019 20:42
377456,"RT @Dahnilanzar: Nasihat @aagym kpd Pak @prabowo dan bang @sandiuno pastikan menteri2nya bebas dan berani lawan korupsi, ajak mrk tengok je","  nasihat kpd pak dan bang pastikan menteri nya bebas dan berani lawan korupsi ,  ajak mrk tengok je",100433,2,@prabowo,2,2,Positif,NULL,4/13/2019 20:42
377457,@AsikinHidup @jokowi @KHMarufAmin_ #BarengJokowi dom bandar lampungg, dom bandar lampungg,114183,1,@jokowi,0,0,Netral,NULL,4/13/2019 20:43
377459,RT @chawir_: Kayaknya tadi sambutan paling riuh pas Pak @jokowi nyebut terima kasih buat PDI-P dan PSI. Congrats @gracenatali @TsamaraDKI a,  kayaknya tadi sambutan paling riuh pas pak nyebut terima kasih buat pdi p dan psi .  congrats a,41149,1,@jokowi,3,1,Positif,NULL,4/13/2019 20:45
377460,RT @tehniadinata: A great example of a healthy leader @jokowi on his last day of Presidential campaign. Sehat terus mental &amp; fisiknya ya Pa,  a great example of a healthy leader on his last day of presidential campaign .  sehat terus mental  & amp ;  fisiknya ya pa,114184,1,@jokowi,2,0,Positif,NULL,4/13/2019 20:45
377462,"@AnonymousID____ @opposite_6890 @f4n9sj0k3r @Baretputiih @putrabanten80 @NahlaChery @AkunTofa @Leaveouts Gasskeun.. 
#BeraniPilih02 
@prabowo @sandiuno", gasskeun .  .  ,114185,2,@prabowo,0,0,Positif,NULL,4/13/2019 20:46
377463,@AsikinHidup @jokowi @KHMarufAmin_ #KonserPutihBerSATU jkt, jkt,114186,1,@jokowi,0,0,Positif,NULL,4/13/2019 20:47
377464,"RT @CNNIDdaily: Berikut pemaparan visi-misi Paslon nomor urut 01 @jokowi-@KHMarufAmin_ terkait tema ""Ekonomi dan Kesejahteraan Sosial, Keua","  berikut pemaparan visi misi paslon nomor urut terkait tema ekonomi dan kesejahteraan sosial ,  keua",43464,1,@jokowi,3,0,Netral,NULL,4/13/2019 20:47
377466,@LaskarCikeas @danrem @prabowo @sandiuno Dan #JokowiMenangTotalDebat, dan ,87512,2,@prabowo,0,0,Positif,NULL,4/13/2019 20:47
377468,Pertumbuhan ekonomi yang pesat berkat pembangunan yang merata membuat @jokowi mengusung UKM untuk Go Internasional dengan Packaging #JokowiMenangTotalDebat,pertumbuhan ekonomi yang pesat berkat pembangunan yang merata membuat mengusung ukm untuk go internasional dengan packaging ,108619,1,@jokowi,1,1,Positif,NULL,4/13/2019 20:48
377469,RT @davidlipson: This is the rally for President @jokowi  #Pilpres2019 https://t.co/g5Mu7xRlzC,  this is the rally for president ,62143,1,@jokowi,0,0,Netral,NULL,4/13/2019 20:49
377470,"RT @jokowi: Hanya dengan kebersamaan yang kuat, gandeng tangan yang erat, kita bisa membawa bangsa ini menjadi bangsa yang maju.

Terima ka","  hanya dengan kebersamaan yang kuat ,  gandeng tangan yang erat ,  kita bisa membawa bangsa ini menjadi bangsa yang maju .  terima ka",75427,1,@jokowi,4,2,Positif,NULL,4/13/2019 20:50
377473,"@UmiFatih10 @MichelAdamNew @helmifelis @prabowo @sandiuno naha kitu teh,, teu resep? Nya wios atuh.. ditarik lg ku sayah "," naha kitu teh ,  ,  teu resep ?  nya wios atuh .  .  ditarik lg ku sayah ",6327,2,@prabowo,1,0,Positif,NULL,4/13/2019 20:51
377482,@AsikinHidup @jokowi @KHMarufAmin_ Medan #JokowiMenangTotalDebat, medan ,114191,1,@jokowi,0,0,Positif,NULL,4/13/2019 20:55
377484,@wendy_diana @TetenTb @prabowo Gak semua teriak Prabowo senang buat gadoh, gak semua teriak prabowo senang buat gadoh,6404,2,@prabowo,0,1,Negatif,NULL,4/13/2019 20:56
377486,"RT @hotradero: Republik Rakyat Tiongkok dalam 30 tahun membangun 100 RIBU km jalan tol, Pak @prabowo!

Kita baru bangun 1000 km saja anda s","  republik rakyat tiongkok dalam tahun membangun ribu km jalan tol ,  pak kita baru bangun km saja anda s",114193,2,@prabowo,1,0,Positif,NULL,4/13/2019 20:56
377487,@tehniadinata @jokowi Optimis? Bukti @jokowi menunjukan tidak memiliki kapabilitas! Dasar dari praktek adl teori. Sangat berbahaya bgi kelangsungan bangsa  &amp;negara. Itu sebabnya bank dunia berpendapat bhw infrastruktur tidak memberi manfaat ekonomi. @PolitikLIPI @KPK_RI @PPATK, optimis ?  bukti menunjukan tidak memiliki kapabilitas !  dasar dari praktek adl teori .  sangat berbahaya bgi kelangsungan bangsa  & amp ; negara .  itu sebabnya bank dunia berpendapat bhw infrastruktur tidak memberi manfaat ekonomi .  ,23649,1,@jokowi,1,2,Positif,NULL,4/13/2019 20:57
377488,RT @fadjroeL: Alhamdulliah akhirnya beres juga mendengarkan Pidato Kebangsaan #KonserPutihBerSATU Pakde @jokowi #JokowiPutihkanGBK  yuk mar,  alhamdulliah akhirnya beres juga mendengarkan pidato kebangsaan pakde yuk mar,114194,1,@jokowi,0,1,Positif,NULL,4/13/2019 20:57
377489,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Perlu ada policy yang tegas menghentikan aliran",  perlu ada policy yang tegas menghentikan aliran,50733,1,@jokowi,0,1,Netral,NULL,4/13/2019 20:58
377491,@AsikinHidup @jokowi @KHMarufAmin_ #OptimisIndonesiaMaju Padang, padang,114195,1,@jokowi,0,0,Positif,NULL,4/13/2019 20:58
377492,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",114196,1,@jokowi,4,0,Positif,NULL,4/13/2019 20:59
377493,@DimasPraz1 @kangdede78 @jokowi @SBYudhoyono agak salting, agak salting,30521,1,@jokowi,0,0,Negatif,NULL,4/13/2019 20:59
377495,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",114197,1,@jokowi,4,0,Positif,NULL,4/13/2019 21:00
377496,"RT @joxzin_jogja: statemen bhw semua presiden Indonesia salah, tadi mengkonfirmasi karakter @prabowo sebagai megalomaniak, yang berpikir ba","  statemen bhw semua presiden indonesia salah ,  tadi mengkonfirmasi karakter sebagai megalomaniak ,  yang berpikir ba",114198,2,@prabowo,0,1,Positif,NULL,4/13/2019 21:00
377501,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Visi misi kita mengutamakan keseteraan gender. J",  visi misi kita mengutamakan keseteraan gender .  j,114201,1,@jokowi,1,0,Positif,NULL,4/13/2019 21:03
377503,"@diahkusumoo @Vinny_Cj @bangagoeng96 @F41ryP1nk @Teguhardiyan08 @prabowo @sandiuno suara mpus aja yg blum mbak dee..
hoo masa lupa mbak dee,,jengsop kan kalo karoke nyampe 3 album trus selsai2 laper tp malas mangan sego..iling ra hehheh"," suara mpus aja yg blum mbak dee .  .  hoo masa lupa mbak dee ,  , jengsop kan kalo karoke nyampe album trus selsai laper tp malas mangan sego .  . iling ra hehheh",18638,2,@prabowo,0,3,Positif,NULL,4/13/2019 21:03
377504,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",112634,1,@jokowi,4,0,Positif,NULL,4/13/2019 21:04
377506,"RT @Dennysiregar7: Seorang kampret kepergok berfoto dengan dua jari di pesta demokrasi @jokowi.

Saya tepuk pundaknya dari blkg, ""Nikmati p","  seorang kampret kepergok berfoto dengan dua jari di pesta demokrasi saya tepuk pundaknya dari blkg ,  nikmati p",96104,1,@jokowi,0,1,Negatif,NULL,4/13/2019 21:05
377508,"Negeri kita ini kaya raya Alhamdulillah...
Tingkat Perekonomian masih jauh dijangkau oleh masyarakat menengah ke bawah...

InshaAllah Bersama @prabowo @sandiuno mewujudkan Indonesia Adil dan Makmur

#BeraniPilih02 @prabowo @sandiuno https://t.co/8SG9akeweQ",negeri kita ini kaya raya alhamdulillah .  .  .  tingkat perekonomian masih jauh dijangkau oleh masyarakat menengah ke bawah .  .  .  inshaallah bersama mewujudkan indonesia adil dan makmur ,21578,2,@prabowo,5,0,Positif,NULL,4/13/2019 21:06
377509,"@fadjroeL @Arifngk @jokowi Sehat trus mas. 
Hati2 di jalan. Semoga selamat smpi rumah", sehat trus mas .  hati di jalan .  semoga selamat smpi rumah,86987,1,@jokowi,4,0,Positif,NULL,4/13/2019 21:07
377510,"RT @sandiuno: Dalam mengelola negara yang kaya akan sumber daya alam ini, butuh lebih dari sekedar kerja, kerja, kerja. Kita harus tingkatk","  dalam mengelola negara yang kaya akan sumber daya alam ini ,  butuh lebih dari sekedar kerja ,  kerja ,  kerja .  kita harus tingkatk",114202,2,@sandiuno,5,0,Positif,NULL,4/13/2019 21:08
377513,@MataNajwa @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno berat sblh nih tiap twit @MataNajwa, berat sblh nih tiap twit ,35264,1,@jokowi,0,1,Netral,NULL,4/13/2019 21:09
377514,"@jokowi @prabowo @sandiuno ""Kami perecaya enterpreunership bisa mendorong pembukaan lapangan kerja. Jika ekonomi bisa ditopang perempuan, ketimpangan bisa dikurangi.""

Selain itu menurut Sandiaga, perempuan jika mendapat pinjaman permodalan, 99 persen uangnya kembali. #LiveBlog #DebatPilpres2019"," kami perecaya enterpreunership bisa mendorong pembukaan lapangan kerja .  jika ekonomi bisa ditopang perempuan ,  ketimpangan bisa dikurangi .  selain itu menurut sandiaga ,  perempuan jika mendapat pinjaman permodalan ,  persen uangnya kembali .  ",99529,1,@jokowi,2,4,Positif,NULL,4/13/2019 21:11
377516,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Mampu apa @prabowo? Bikin usaha saja buruhnya ti",  mampu apa  ?  bikin usaha saja buruhnya ti,114204,1,@jokowi,0,1,Negatif,NULL,4/13/2019 21:11
377517,"@Costromppp @Bungkus_Boneka @jokowi Ratna sarumpaet ae mas, eh"," ratna sarumpaet ae mas ,  eh",95653,1,@jokowi,1,0,Positif,NULL,4/13/2019 21:12
377518,@mirzamarb @KHMarufAmin_ hahahaha, hahahaha,68689,1,@KHMarufAmin_,0,0,Positif,NULL,4/13/2019 21:12
377519,RT @tehniadinata: A great example of a healthy leader @jokowi on his last day of Presidential campaign. Sehat terus mental &amp; fisiknya ya Pa,  a great example of a healthy leader on his last day of presidential campaign .  sehat terus mental  & amp ;  fisiknya ya pa,114205,1,@jokowi,2,0,Positif,NULL,4/13/2019 21:13
377520,"#AaGymPilihPrabowo 
Ane juga pilih @prabowo
Mayoritas rakyat juga pilih @prabowo
#AaGymPilihPrabowo https://t.co/fjKHxnlo3H", ane juga pilih mayoritas rakyat juga pilih ,4897,2,@prabowo,0,0,Positif,NULL,4/13/2019 21:13
377521,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",114206,1,@jokowi,4,0,Positif,NULL,4/13/2019 21:13
377523,"Capres nomor urut 01 Pak @jokowi kembali memamerkan program 3 'kartu sakti'. Kartu ini digunakannya untuk mewujudkan kesejahteraan sosial, yang terdiri dari kartu Indonesia Pintar, kartu Pra Kerja dan kartu Indonesia Sehat. @KHMarufAmin_ @erickthohir","capres nomor urut pak kembali memamerkan program  ' kartu sakti '  .  kartu ini digunakannya untuk mewujudkan kesejahteraan sosial ,  yang terdiri dari kartu indonesia pintar ,  kartu pra kerja dan kartu indonesia sehat .  ",109222,1,@jokowi,6,1,Positif,NULL,4/13/2019 21:14
377524,"RT @kangdede78: #JokowiMenangTotalDebat 
@jokowi memiliki prog sbg Capres #01IndonesiaMaju pastilah memiliki manfaat yg sgt besar demi kepe",  memiliki prog sbg capres pastilah memiliki manfaat yg sgt besar demi kepe,99182,1,@jokowi,2,0,Positif,NULL,4/13/2019 21:15
377528,"RT @jokowi: Atas nama cinta, betapa sebetulnya saya ingin memeluk saudara-saudara semua, dalam sebuah pelukan: Satu Indonesia. https://t.co","  atas nama cinta ,  betapa sebetulnya saya ingin memeluk saudara saudara semua ,  dalam sebuah pelukan :  satu indonesia .  ",114207,1,@jokowi,4,0,Positif,NULL,4/13/2019 21:16
377529,"@detikcom @prabowo @sandiuno ""Pak @prabowo dan Bang @sandiuno akan tampil sebagai duo Keris &amp;  Fendeta, artinya saling melengkapi,"" ujar @Dahnilanzar 

#DebatKelimaPilpres2019 #DebatPilpres2019 #Pilpres2019 https://t.co/evTsbVrWSw"," pak dan bang akan tampil sebagai duo keris  & amp ;  fendeta ,  artinya saling melengkapi ,  ujar ",17424,2,@prabowo,1,0,Positif,NULL,4/13/2019 21:17
377530,"RT @MataNajwa: @NajwaShihab @prabowo @jokowi @SBYudhoyono @KPU_ID @KHMarufAmin_ @sandiuno ""Dia (@jokowi) akan masuk ke dalam daftar preside",  dia  (  akan masuk ke dalam daftar preside,114208,1,@jokowi,0,0,Netral,NULL,4/13/2019 21:17
